PID	PLOTKEY	TREE_ID	TREE_SPECIES	TREE_SPECIES_LUMP	code	DIAM_CLASS_4_11	DIAM_CLASS_12_23	DIAM_CLASS_24_35	DIAM_CLASS_36_	TOTAL	height	genus	species	var_subsp	lifeform	source	table	code_match	name	num_matches
260	38C19	688	R1	R1	R1	7	0	2	2	11	0	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
260	38C19	690	L	L	L	1	0	0	0	1	0	pinus	contorta	murrayana	t	3	TREE_TALLY	matched	Pinus contorta murrayana	2
263	38C23	691	W1	W1	W1	2	0	3	4	9	170	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
263	38C23	693	R1	R1	R1	0	0	4	0	4	150	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
263	38C23	694	S	S	S	0	0	1	3	4	180	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
263	38C23	695	D	D	D	0	0	1	0	1	160	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
263	38C23	692	(W1)	W1	W1	0	0	1	0	1	160	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
264	38C24	697	S	S	S	0	0	2	7	9	145	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
264	38C24	696	Y	Y	Y	0	0	0	7	7	145	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
265	38C25	698	HM	HM	HM	14	25	5	0	44	120	tsuga	mertensiana		t	3	TREE_TALLY	matched	Tsuga mertensiana 	1
265	38C25	699	R1	R1	R1	1	2	3	2	8	120	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
265	38C25	701	W1	W1	W1	2	0	1	0	3	80	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
265	38C25	700	H snag	H	H	0	2	0	0	2	50	tsuga	heterophylla		t	3	TREE_TALLY	matched	Tsuga heterophylla 	2
265	38C25	702	R1 snag	R1	R1	0	1	0	0	1	30	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
266	38C26	703	R1	R1	R1	1	0	0	0	1	10	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
267	38C27	704	R1	R1	R1	98	4	0	0	102	75	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
267	38C27	705	W1	W1	W1	1	0	0	0	1	10	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
268	38C28	706	R1	R1	R1	79	5	0	0	84	70	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
270	38C210	707	W1	W1	W1	4	2	2	4	12	135	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
270	38C210	708	R1	R1	R1	2	3	2	3	10	135	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
270	38C210	709	Y	Y	Y	0	0	1	0	1	120	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
271	38C211	710	W1	W1	W1	10	9	2	0	21	0	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
271	38C211	711	R1	R1	R1	2	3	0	0	5	0	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
272	38C212	712	R1	R1	R1	9	11	4	1	25	75	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
272	38C212	713	W1	W1	W1	6	2	0	0	8	65	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
273	38C213	714	D	D	D	3	2	1	0	6	70	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
273	38C213	715	Y	Y	Y	0	2	0	0	2	60	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
273	38C213	716	S	S	S	0	0	1	0	1	60	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
274	39B61	717	S	S	S	0	0	4	3	7	180	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
274	39B61	720	D	D	D	0	0	2	2	4	175	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
274	39B61	721	W1	W1	W1	2	0	2	0	4	170	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
274	39B61	718	Y	Y	Y	0	0	2	1	3	175	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
274	39B61	719	I	I	I	1	1	0	0	2	60	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
276	38C32	722	R1	R1	R1	15	14	8	0	37	95	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
276	38C32	723	W1	W1	W1	1	0	0	0	1	60	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
277	38C33	724	R1	R1	R1	9	3	7	1	20	125	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
277	38C33	725	W1	W1	W1	1	1	0	0	2		abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
277	38C33	726	S	S	S	0	0	0	1	1	0	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
280	38C36	727	R1	R1	R1	8	13	4	1	26	110	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
280	38C36	728	W1	W1	W1	3	2	1	2	8	80	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
281	38C37	729	W1	W1	W1	5	8	3	0	16	100	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
281	38C37	730	R1	R1	R1	1	4	1	0	6	100	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
282	38C38	731	W1	W1	W1	41	14	1	0	56		abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
282	38C38	732	W	W	W	30	14	2	0	46		quercus	wislizenii		t	3	TREE_TALLY	matched	Quercus wislizenii 	2
284	38C310	733	(Y)	Y	Y	3	2	1	2	8	90	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
284	38C310	735	(W1)	W1	W1	5	1	1	0	7	30	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
284	38C310	736	(D)	D	D	3	1	0	0	4	30	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
284	38C310	734	(S)	S	S	0	1	1	0	2	70	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
285	38C311	737	R1	R1	R1	51	8	3	0	62	70	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
286	38C41	738	Y	Y	Y	3	0	0	0	3		pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
287	38C42	743	S	S	S	4	0	1	1	6	182	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
287	38C42	739	W1	W1	W1	0	0	4	2	6	150	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
287	38C42	742	D	D	D	3	2	0	0	5	154	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
287	38C42	741	I	I	I	3	0	1	0	4	100	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
287	38C42	744	(W1)	W1	W1	0	1	1	1	3		abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
287	38C42	740	Y	Y	Y	0	1	1	0	2	160	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
288	38C43	746	W1	W1	W1	6	2	4	0	12	150	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
288	38C43	745	D	D	D	6	3	0	0	9	150	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
288	38C43	747	S	S	S	0	0	1	1	2	160	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
289	38C44	748	S	S	S	0	0	0	1	1	160	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
291	38C46	750	R1	R1	R1	13	6	3	0	22	136	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
291	38C46	749	S	S	S	0	0	3	2	5	110	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
291	38C46	751	W1	W1	W1	1	2	0	0	3	124	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
295	38C410	753	R1	R1	R1	70	6	0	2	78	100	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
295	38C410	752	W4	W4	W4	3	1	1	1	6	100	pinus	monticola		t	3	TREE_TALLY	matched	Pinus monticola 	1
295	38C410	754	(R1)	R1	R1		0	1	0	1		abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
296	38C411	755	HM	HM	HM	16	2	0	0	18	95	tsuga	mertensiana		t	3	TREE_TALLY	matched	Tsuga mertensiana 	1
296	38C411	757	W4	W4	W4	6	2	0	0	8		pinus	monticola		t	3	TREE_TALLY	matched	Pinus monticola 	1
296	38C411	756	R1	R1	R1	1	2	1	0	4	100	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
298	38C413	758	(Y)	Y	Y	1	0	1	0	2	70	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
298	38C413	759	B	B	B	1	0	0	0	1	10	quercus	kelloggii		t	3	TREE_TALLY	matched	Quercus kelloggii 	1
299	38C414	761	R1	R1	R1	2	6	1	1	10	70	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
299	38C414	760	W1	W1	W1	4	3	2	0	9	70	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
299	38C414	762	J	J	J	0	2	0	0	2	50	pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
299	38C414	763	W4	W4	W4	0	2	0	0	2	40	pinus	monticola		t	3	TREE_TALLY	matched	Pinus monticola 	1
300	38C51	764	D	D	D	5	3	1	1	10	128	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
300	38C51	765	W1	W1	W1	6	2	1	0	9	120	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
300	38C51	767	I	I	I	0	1	0	0	1	60	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
300	38C51	766	(W1)	W1	W1	0	0	1	0	1		abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
301	38C52	769	W1	W1	W1	6	0	1	2	9	120	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
301	38C52	771	(W1)	W1	W1	0	2	1	0	3	120	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
301	38C52	768	J	J	J	0	0	2	0	2	120	pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
301	38C52	770	I	I	I	1	0	0	0	1	40	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
302	38C53	774	Y	Y	Y	1	3	1	0	5	150	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
302	38C53	772	J	J	J	3	1	0	0	4	146	pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
302	38C53	775	B	B	B	2	0	0	0	2	20	quercus	kelloggii		t	3	TREE_TALLY	matched	Quercus kelloggii 	1
302	38C53	773	I	I	I	0	1	0	0	1	90	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
302	38C53	776	(I)	I	I	0	0	0	0	0	0	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
304	38C55	777	J	J	J	0	0	1	0	1	95	pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
305	38C56	780	W1	W1	W1	3	4	2	0	9	120	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
305	38C56	779	D	D	D	1	1	1	4	7	120	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
305	38C56	778	J	J	J	3	1	0	1	5	126	pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
305	38C56	781	I	I	I	1	0	1	0	2	65	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
305	38C56	782	S	S	S	1	0	0	0	1	0	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
307	38C58	784	J	J	J	0	1	0	0	1	130	pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
307	38C58	783	Y	Y	Y	0	1	0	0	1	130	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
308	38C59	785	Y	Y	Y	7	2	0	0	9		pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
308	38C59	786	J	J	J	2	0	0	0	2		pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
310	38C511	787	J	J	J	5	1	1	0	7	120	pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
310	38C511	788	Y	Y	Y	2	2	1	0	5	115	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
313	38C514	790	Y	Y	Y	2	4	0	0	6		pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
313	38C514	791	I	I	I	4	0	0	0	4	70	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
313	38C514	789	B	B	B	1	1	0	0	2		quercus	kelloggii		t	3	TREE_TALLY	matched	Quercus kelloggii 	1
314	38C515	792	B	B	B	7	0	0	0	7	40	quercus	kelloggii		t	3	TREE_TALLY	matched	Quercus kelloggii 	1
314	38C515	793	J	J	J	4	3	0	0	7	120	pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
315	38C516	794	J	J	J	0	3	4	0	7	154	pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
315	38C516	795	D	D	D	0	0	1	2	3	134	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
315	38C516	799	Y	Y	Y	0	1	2	0	3	130	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
315	38C516	798	(I)	I	I	0	1	0	0	1		libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
315	38C516	796	I	I	I	0	0	0	1	1	100	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
315	38C516	797	(J)	J	J	0	1	0	0	1		pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
316	38C517	801	W1	W1	W1	20	0	0	0	20	120	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
316	38C517	800	D	D	D	8	1	0	0	9	124	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
316	38C517	802	I	I	I	1	0	2	0	3	85	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
317	38C61	803	J	J	J	1	0	0	0	1	125	pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
318	38C62	805	J	J	J	0	6	4	0	10	120	pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
318	38C62	804	Y	Y	Y	0	1	2	1	4	129	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
318	38C62	806	(J)	J	J	0	1	0	0	1		pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
319	38C63	807	J	J	J	14	0	0	0	14		pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
320	38C64	808	(J)	J	J	14	2	0	0	16		pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
320	38C64	809	(Y)	Y	Y	4	1	0	0	5		pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
321	38C65	810	Y	Y	Y	4	2	1	0	7	120	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
321	38C65	811	J	J	J	2	1	0	0	3	116	pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
322	38C66	812	J	J	J	16	6	0	0	22		pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
322	38C66	813	Jo	Jo	Jo	1	0	0	0	1		juniperus	occidentalis		t	2	TREE_TALLY	matched	Juniperus occidentalis 	1
323	38C67	814	J	J	J	14	0	0	0	14		pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
323	38C67	815	I	I	I	6	0	0	1	7	90	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
324	38C68	819	I	I	I	5	6	2	1	14	100	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
324	38C68	816	D	D	D	7	2	0	0	9	124	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
324	38C68	818	J	J	J	6	1	0	0	7		pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
324	38C68	821	stump J	J	J	0	0	2	3	5		pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
324	38C68	817	W1	W1	W1	4	1	0	0	5	120	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
324	38C68	822	stump D	D	D	0	0	0	1	1		pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
324	38C68	820	(D)	D	D	0	1	0	0	1		pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
325	38C69	823	J	J	J	14	9	1	0	24	120	pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
325	38C69	825	Jo	Jo	Jo	7	2	0	0	9	40	juniperus	occidentalis		t	2	TREE_TALLY	matched	Juniperus occidentalis 	1
325	38C69	824	D	D	D	0	0	1	0	1	110	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
326	39B62	828	W	W	W	2	4	2	7	15	200	quercus	wislizenii		t	3	TREE_TALLY	matched	Quercus wislizenii 	2
326	39B62	826	S	S	S	0	0	0	6	6	200	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
326	39B62	830	D	D	D	1	0	0	2	3	180	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
326	39B62	829	I	I	I	1	0	0	0	1	30	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
326	39B62	827	Y	Y	Y	0	0	0	1	1	180	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
327	39B63	833	D	D	D	4	1	4	0	9	145	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
327	39B63	831	S	S	S	1	1	2	5	9	150	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
327	39B63	832	W1	W1	W1	2	1	5	1	9	150	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
327	39B63	834	I	I	I	1	0	0	0	1	20	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
328	39B64	836	D	D	D	4	3	2	2	11	175	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
328	39B64	835	W1	W1	W1	1	0	7	2	10	175	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
328	39B64	838	I	I	I	0	1	0	0	1	40	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
328	39B64	837	S	S	S	0	0	1	0	1	150	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
329	39B65	839	Y	Y	Y	0	0	0	1	1	165	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
330	39B66	840	W1	W1	W1	4	9	2	0	15	90	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
330	39B66	841	S	S	S	2	1	1	0	4	110	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
331	39B67	842	W1	W1	W1	8	10	3	0	21	140	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
331	39B67	844	I	I	I	2	2	1	0	5	90	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
331	39B67	845	Y	Y	Y	2	2	1	0	5	90	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
331	39B67	843	S	S	S	0	1	3	0	4	140	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
331	39B67	847	(W1) snag	W1	W1	2	0	0	0	2	30	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
331	39B67	846	Y	Y	Y	0	0	1	0	1	140	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
333	39B610	849	W1	W1	W1	13	5	6	2	26	90	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
333	39B610	851	J	J	J	0	1	1	1	3	90	pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
333	39B610	850	Y	Y	Y	1	1	0	1	3	100	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
334	39B611	852	Y	Y	Y	0	2	0	0	2	100	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
336	39B613	853	Y	Y	Y	0	2	4	0	6	120	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
336	39B613	854	W1	W1	W1	0	1	1	2	4	110	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
337	39B614	855	R1	R1	R1	4	2	1	0	7	90	abies	magnifica		t	3	TREE_TALLY	matched	Abies magnifica 	1
337	39B614	856	W1	W1	W1	3	3	0	0	6	80	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
339	39B616	858	Y	Y	Y	1	4	2	0	7	100	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
339	39B616	859	W1	W1	W1	0	2	1	2	5	90	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
339	39B616	860	I	I	I	1	1	1	0	3	40	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
339	39B616	861	B	B	B	1	0	0	0	2	18	quercus	kelloggii		t	3	TREE_TALLY	matched	Quercus kelloggii 	1
339	39B616	857	S	S	S	0	0	0	2	2	150	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
340	39C11	862	Y	Y	Y	6	9	1	0	16	30	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
340	39C11	863	D	D	D	7	3	1	0	11	70	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
340	39C11	864	B	B	B	4	2	0	0	6	50	quercus	kelloggii		t	3	TREE_TALLY	matched	Quercus kelloggii 	1
340	39C11	865	C	C	C	5	0	0	0	5	40	quercus	chrysolepis		t	3	TREE_TALLY	matched	Quercus chrysolepis 	1
340	39C11	866	I	I	I	3	1	0	0	4	60	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
340	39C11	867	W1	W1	W1	1	0	0	0	1	25	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
341	39C12	868	I	I	I	4	0	1	0	5	30	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
341	39C12	870	DP	DP	DP	3	1	0	0	4	40	pinus	sabiniana		t	3	TREE_TALLY	matched	Pinus sabiniana 	1
341	39C12	869	J	J	J	0	2	0	0	3	50	pinus	ponderosa	jeffreyi	t	3	TREE_TALLY	matched	Pinus ponderosa jeffreyi	3
342	39C13	871	Y	Y	Y	9	7	0	1	16	150	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
342	39C13	873	C	C	C	7	1	0	0	8	40	quercus	chrysolepis		t	3	TREE_TALLY	matched	Quercus chrysolepis 	1
342	39C13	872	D	D	D	3	4	0	0	7	80	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
342	39C13	874	B	B	B	1	0	0	0	1	40	quercus	kelloggii		t	3	TREE_TALLY	matched	Quercus kelloggii 	1
342	39C13	875	M	M	M	0	1	0	0	1	50	arbutus	menziesii		t	3	TREE_TALLY	matched	Arbutus menziesii 	1
343	39C14	876	Y	Y	Y	72	14	6	0	92	25	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
343	39C14	877	B	B	B	1	0	1	0	2	50	quercus	kelloggii		t	3	TREE_TALLY	matched	Quercus kelloggii 	1
344	39C15	878	Y	Y	Y	3	8	0	0	11	65	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
344	39C15	882	W	W	W	7	2	0	0	9	50	quercus	wislizenii		t	3	TREE_TALLY	matched	Quercus wislizenii 	2
344	39C15	881	S	S	S	3	4	0	0	7	50	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
344	39C15	880	B	B	B	0	0	4	0	4	70	quercus	kelloggii		t	3	TREE_TALLY	matched	Quercus kelloggii 	1
344	39C15	879	I	I	I	3	0	0	0	3	20	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
345	39C16	883	Y	Y	Y	9	2	0	1	12	150	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
345	39C16	885	C	C	C	6	0	0	1	7	50	quercus	chrysolepis		t	3	TREE_TALLY	matched	Quercus chrysolepis 	1
345	39C16	884	B	B	B	2	1	0	0	3	60	quercus	kelloggii		t	3	TREE_TALLY	matched	Quercus kelloggii 	1
346	39C21	886	W1	W1	W1	0	8	2	0	10	0	abies	concolor		t	3	TREE_TALLY	matched	Abies concolor 	1
348	39C23	888	Y	Y	Y	1	0	3	3	7	170	pinus	ponderosa		t	3	TREE_TALLY	matched	Pinus ponderosa 	2
348	39C23	887	S	S	S	0	0	1	4	5	175	pinus	lambertiana		t	3	TREE_TALLY	matched	Pinus lambertiana 	1
348	39C23	889	W	W	W	0	1	2	1	4	160	quercus	wislizenii		t	3	TREE_TALLY	matched	Quercus wislizenii 	2
348	39C23	890	D	D	D	0	0	0	3	3	170	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
348	39C23	891	I	I	I	0	1	0	0	1	0	libocedrus	decurrens		t	3	TREE_TALLY	matched	Libocedrus decurrens 	1
349	39C24	893	D	D	D	3	1	3	2	9	0	pseudotsuga	taxifolia		t	3	TREE_TALLY	matched	Pseudotsuga taxifolia 	2
349	39C24	892	T	T	T	7	0	2	0	9		lithocarpus	densiflora		t	3	TREE_TALLY	matched	Lithocarpus densiflora 	1
349	39C24	895	W	W	W	3	3	0	2	8	0	quercus	wislizenii		t	3	TREE_TALLY	matched	Quercus wislizenii 	2
